sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,Microsoft Academic Paper ID,WHO #Covidence,has_full_text
485388f5e7b0617fafb36828bf59032f438a36a7,PMC,"26th International Symposium on Intensive Care and Emergency Medicine, 21–24 March 2006, Brussels, Belgium",http://dx.doi.org/10.1186/cc4935,PMC1550926,16732901,NO-CC CODE,,2006 May 18,"Wurz, Jeannie",Crit Care,,,FALSE
03c813ffcf340b594f76c6005c7cec594d9f4263,PMC,"26th International Symposium on Intensive Care and Emergency Medicine, 21–24 March 2006, Brussels, Belgium",http://dx.doi.org/10.1186/cc4935,PMC1550926,16732901,NO-CC CODE,,2006 May 18,"Wurz, Jeannie",Crit Care,,,FALSE
f580401828d99aa0874fc10a731aa34a8cfb69b3,PMC,2L-PCA: a two-level principal component analyzer for quantitative drug design and its applications,http://dx.doi.org/10.18632/oncotarget.19757,PMC5642577,29050302,CC BY,"A two-level principal component predictor (2L-PCA) was proposed based on the principal component analysis (PCA) approach. It can be used to quantitatively analyze various compounds and peptides about their functions or potentials to become useful drugs. One level is for dealing with the physicochemical properties of drug molecules, while the other level is for dealing with their structural fragments. The predictor has the self-learning and feedback features to automatically improve its accuracy. It is anticipated that 2L-PCA will become a very useful tool for timely providing various useful clues during the process of drug development.",2017 Aug 1,"['Du, Qi-Shi', 'Wang, Shu-Qing', 'Xie, Neng-Zhong', 'Wang, Qing-Yan', 'Huang, Ri-Bo', 'Chou, Kuo-Chen']",Oncotarget,,,TRUE
a98b5b8dcca1928cf18861dd7f0c14f48998b4ec,PMC,2L-PCA: a two-level principal component analyzer for quantitative drug design and its applications,http://dx.doi.org/10.18632/oncotarget.19757,PMC5642577,29050302,CC BY,"A two-level principal component predictor (2L-PCA) was proposed based on the principal component analysis (PCA) approach. It can be used to quantitatively analyze various compounds and peptides about their functions or potentials to become useful drugs. One level is for dealing with the physicochemical properties of drug molecules, while the other level is for dealing with their structural fragments. The predictor has the self-learning and feedback features to automatically improve its accuracy. It is anticipated that 2L-PCA will become a very useful tool for timely providing various useful clues during the process of drug development.",2017 Aug 1,"['Du, Qi-Shi', 'Wang, Shu-Qing', 'Xie, Neng-Zhong', 'Wang, Qing-Yan', 'Huang, Ri-Bo', 'Chou, Kuo-Chen']",Oncotarget,,,FALSE
a0cc0dc42e116ed81ab681809e67edadda9663c8,PMC,2′-O methylation of the viral mRNA cap evades host restriction by IFIT family members,http://dx.doi.org/10.1038/nature09489,PMC3058805,21085181,NO-CC CODE,"Cellular mRNA of higher eukaryotes and many viral RNA are methylated at the N-7 and 2′-O positions of the 5′ guanosine cap by specific nuclear and cytoplasmic methyltransferases (MTases), respectively. Whereas N-7 methylation is essential for RNA translation and stability 1, the function of 2′-O methylation has remained uncertain since its discovery 35 years ago 2-4. Here, we show that a West Nile virus (WNV) mutant (E218A) that lacks 2′-O MTase activity was attenuated in wild type primary cells and mice but was pathogenic in the absence of type I interferon (IFN) signaling. 2′-O methylation of viral RNA did not affect IFN induction in WNV-infected fibroblasts but instead modulated the antiviral effects of IFN-induced proteins with tetratricopeptide repeats (IFIT), which are interferon-stimulated genes (ISG) implicated in regulation of protein translation. Poxvirus and coronavirus mutants that lacked 2′-O MTase activity similarly showed enhanced sensitivity to the antiviral actions of IFN and specifically,...",2010 Nov 18,"['Daffis, Stephane', 'Szretter, Kristy J.', 'Schriewer, Jill', 'Li, Jianqing', 'Youn, Soonjeon', 'Errett, John', 'Lin, Tsai-Yu', 'Schneller, Stewart', 'Zust, Roland', 'Dong, Hongping', 'Thiel, Volker', 'Pierson, Theodore C.', 'Buller, R. Mark', 'Gale, Michael', 'Shi, Pei-Yong', 'Diamond, Michael S.']",Nature,,,TRUE
2cd96b0ecf1e3ec1bab0923341f40aa1029db078,PMC,2′-O methylation of the viral mRNA cap evades host restriction by IFIT family members,http://dx.doi.org/10.1038/nature09489,PMC3058805,21085181,NO-CC CODE,"Cellular mRNA of higher eukaryotes and many viral RNA are methylated at the N-7 and 2′-O positions of the 5′ guanosine cap by specific nuclear and cytoplasmic methyltransferases (MTases), respectively. Whereas N-7 methylation is essential for RNA translation and stability 1, the function of 2′-O methylation has remained uncertain since its discovery 35 years ago 2-4. Here, we show that a West Nile virus (WNV) mutant (E218A) that lacks 2′-O MTase activity was attenuated in wild type primary cells and mice but was pathogenic in the absence of type I interferon (IFN) signaling. 2′-O methylation of viral RNA did not affect IFN induction in WNV-infected fibroblasts but instead modulated the antiviral effects of IFN-induced proteins with tetratricopeptide repeats (IFIT), which are interferon-stimulated genes (ISG) implicated in regulation of protein translation. Poxvirus and coronavirus mutants that lacked 2′-O MTase activity similarly showed enhanced sensitivity to the antiviral actions of IFN and specifically,...",2010 Nov 18,"['Daffis, Stephane', 'Szretter, Kristy J.', 'Schriewer, Jill', 'Li, Jianqing', 'Youn, Soonjeon', 'Errett, John', 'Lin, Tsai-Yu', 'Schneller, Stewart', 'Zust, Roland', 'Dong, Hongping', 'Thiel, Volker', 'Pierson, Theodore C.', 'Buller, R. Mark', 'Gale, Michael', 'Shi, Pei-Yong', 'Diamond, Michael S.']",Nature,,,FALSE
f9a57bac5e3280f475b1e3ba90c7a5610e917aef,PMC,2′-O methylation of the viral mRNA cap evades host restriction by IFIT family members,http://dx.doi.org/10.1038/nature09489,PMC3058805,21085181,NO-CC CODE,"Cellular mRNA of higher eukaryotes and many viral RNA are methylated at the N-7 and 2′-O positions of the 5′ guanosine cap by specific nuclear and cytoplasmic methyltransferases (MTases), respectively. Whereas N-7 methylation is essential for RNA translation and stability 1, the function of 2′-O methylation has remained uncertain since its discovery 35 years ago 2-4. Here, we show that a West Nile virus (WNV) mutant (E218A) that lacks 2′-O MTase activity was attenuated in wild type primary cells and mice but was pathogenic in the absence of type I interferon (IFN) signaling. 2′-O methylation of viral RNA did not affect IFN induction in WNV-infected fibroblasts but instead modulated the antiviral effects of IFN-induced proteins with tetratricopeptide repeats (IFIT), which are interferon-stimulated genes (ISG) implicated in regulation of protein translation. Poxvirus and coronavirus mutants that lacked 2′-O MTase activity similarly showed enhanced sensitivity to the antiviral actions of IFN and specifically,...",2010 Nov 18,"['Daffis, Stephane', 'Szretter, Kristy J.', 'Schriewer, Jill', 'Li, Jianqing', 'Youn, Soonjeon', 'Errett, John', 'Lin, Tsai-Yu', 'Schneller, Stewart', 'Zust, Roland', 'Dong, Hongping', 'Thiel, Volker', 'Pierson, Theodore C.', 'Buller, R. Mark', 'Gale, Michael', 'Shi, Pei-Yong', 'Diamond, Michael S.']",Nature,,,TRUE
214d64d4237818509b17cb5ac82107116407b2e0,PMC,5′-Triphosphate-RNA-independent activation of RIG-I via RNA aptamer with enhanced antiviral activity,http://dx.doi.org/10.1093/nar/gkr1098,PMC3315321,22127865,CC BY-NC,"RIG-I is a cytosolic receptor for non-self RNA that mediates immune responses against viral infections through IFNα/β production. In an attempt to identify novel tools that modulate IFNα/β production, we used SELEX technology to screen RNA aptamers that specifically target RIG-I protein. Most of the selected RIG-I aptamers contained polyU motifs in the second half regions that played critical roles in the activation of RIG-I-mediated IFNβ production. Unlike other known ligands, RIG-I aptamer bound and activated RIG-I in a 5′-triphosphate-independent manner. The helicase and RD domain of RIG-I were used for aptamer binding, but intact RIG-I protein was required to exert aptamer-mediated signaling activation. Furthermore, replication of NDV, VSV and influenza virus in infected host cells was efficiently blocked by pre- or post-treatment with RIG-I aptamer. Based on these data, we propose that RIG-I aptamer has strong potential to be an antiviral agent that specifically boosts the RIG-I-dependent signaling ca...",2012 Mar 29,"['Hwang, Sun-Young', 'Sun, Hwa-Young', 'Lee, Kwang-Hoon', 'Oh, Byung-Ha', 'Cha, Yu Jin', 'Kim, Byeang Hyean', 'Yoo, Joo-Yeon']",Nucleic Acids Res,,,TRUE
fac2661e813598348dbb6d0370ed1818895c9f53,PMC,5′-Triphosphate-RNA-independent activation of RIG-I via RNA aptamer with enhanced antiviral activity,http://dx.doi.org/10.1093/nar/gkr1098,PMC3315321,22127865,CC BY-NC,"RIG-I is a cytosolic receptor for non-self RNA that mediates immune responses against viral infections through IFNα/β production. In an attempt to identify novel tools that modulate IFNα/β production, we used SELEX technology to screen RNA aptamers that specifically target RIG-I protein. Most of the selected RIG-I aptamers contained polyU motifs in the second half regions that played critical roles in the activation of RIG-I-mediated IFNβ production. Unlike other known ligands, RIG-I aptamer bound and activated RIG-I in a 5′-triphosphate-independent manner. The helicase and RD domain of RIG-I were used for aptamer binding, but intact RIG-I protein was required to exert aptamer-mediated signaling activation. Furthermore, replication of NDV, VSV and influenza virus in infected host cells was efficiently blocked by pre- or post-treatment with RIG-I aptamer. Based on these data, we propose that RIG-I aptamer has strong potential to be an antiviral agent that specifically boosts the RIG-I-dependent signaling ca...",2012 Mar 29,"['Hwang, Sun-Young', 'Sun, Hwa-Young', 'Lee, Kwang-Hoon', 'Oh, Byung-Ha', 'Cha, Yu Jin', 'Kim, Byeang Hyean', 'Yoo, Joo-Yeon']",Nucleic Acids Res,,,TRUE
25037be00789070e126164a9f939b64aeede0a64,PMC,9-O-Acetylation of sialic acids is catalysed by CASD1 via a covalent acetyl-enzyme intermediate,http://dx.doi.org/10.1038/ncomms8673,PMC4510713,26169044,CC BY,"Sialic acids, terminal sugars of glycoproteins and glycolipids, play important roles in development, cellular recognition processes and host–pathogen interactions. A common modification of sialic acids is 9-O-acetylation, which has been implicated in sialoglycan recognition, ganglioside biology, and the survival and drug resistance of acute lymphoblastic leukaemia cells. Despite many functional implications, the molecular basis of 9-O-acetylation has remained elusive thus far. Following cellular approaches, including selective gene knockout by CRISPR/Cas genome editing, we here show that CASD1—a previously identified human candidate gene—is essential for sialic acid 9-O-acetylation. In vitro assays with the purified N-terminal luminal domain of CASD1 demonstrate transfer of acetyl groups from acetyl-coenzyme A to CMP-activated sialic acid and formation of a covalent acetyl-enzyme intermediate. Our study provides direct evidence that CASD1 is a sialate O-acetyltransferase and serves as key enzyme in the bio...",2015 Jul 14,"['Baumann, Anna-Maria T.', 'Bakkers, Mark J. G.', 'Buettner, Falk F. R.', 'Hartmann, Maike', 'Grove, Melanie', 'Langereis, Martijn A.', 'de Groot, Raoul J.', 'Mühlenhoff, Martina']",Nat Commun,,,TRUE
95b1f681cfe2bb33c6433b07cd38f0ed3ce3667d,PMC,9-O-Acetylation of sialic acids is catalysed by CASD1 via a covalent acetyl-enzyme intermediate,http://dx.doi.org/10.1038/ncomms8673,PMC4510713,26169044,CC BY,"Sialic acids, terminal sugars of glycoproteins and glycolipids, play important roles in development, cellular recognition processes and host–pathogen interactions. A common modification of sialic acids is 9-O-acetylation, which has been implicated in sialoglycan recognition, ganglioside biology, and the survival and drug resistance of acute lymphoblastic leukaemia cells. Despite many functional implications, the molecular basis of 9-O-acetylation has remained elusive thus far. Following cellular approaches, including selective gene knockout by CRISPR/Cas genome editing, we here show that CASD1—a previously identified human candidate gene—is essential for sialic acid 9-O-acetylation. In vitro assays with the purified N-terminal luminal domain of CASD1 demonstrate transfer of acetyl groups from acetyl-coenzyme A to CMP-activated sialic acid and formation of a covalent acetyl-enzyme intermediate. Our study provides direct evidence that CASD1 is a sialate O-acetyltransferase and serves as key enzyme in the bio...",2015 Jul 14,"['Baumann, Anna-Maria T.', 'Bakkers, Mark J. G.', 'Buettner, Falk F. R.', 'Hartmann, Maike', 'Grove, Melanie', 'Langereis, Martijn A.', 'de Groot, Raoul J.', 'Mühlenhoff, Martina']",Nat Commun,,,TRUE
f2ed0201813317b17f4e6b34058b9a45a2ba8c63,PMC,9G DNAChip Technology: Self-Assembled Monolayer (SAM) of ssDNA for Ultra-Sensitive Detection of Biomarkers,http://dx.doi.org/10.3390/ijms14035723,PMC3634481,23481635,CC BY,"A 9G DNAChip obtained by allowing the formation of a self-assembled monolayer (SAM) of oligonucleotides appended with nine consecutive guanines on the chip surface has been applied in the detection of biomarkers. Using a 9G DNAChip, biomarker in the concentration range of 4 pg/mL to 40 fg/mL can be easily differentiated in the buffer matrix. Moreover, it is the first time that a biomarker with a concentration of 40 fg/mL has been detected in a mixture of proteins without use of any signal amplification technique.",2013 Mar 12,"['Nimse, Satish Balasaheb', 'Song, Keum-Soo', 'Kim, Junghoon', 'Sayyed, Danishmalik Rafiq', 'Kim, Taisun']",Int J Mol Sci,,,FALSE
b55320e1004341c20c8b61cca6a2bb47c0dc4d59,PMC,9G DNAChip Technology: Self-Assembled Monolayer (SAM) of ssDNA for Ultra-Sensitive Detection of Biomarkers,http://dx.doi.org/10.3390/ijms14035723,PMC3634481,23481635,CC BY,"A 9G DNAChip obtained by allowing the formation of a self-assembled monolayer (SAM) of oligonucleotides appended with nine consecutive guanines on the chip surface has been applied in the detection of biomarkers. Using a 9G DNAChip, biomarker in the concentration range of 4 pg/mL to 40 fg/mL can be easily differentiated in the buffer matrix. Moreover, it is the first time that a biomarker with a concentration of 40 fg/mL has been detected in a mixture of proteins without use of any signal amplification technique.",2013 Mar 12,"['Nimse, Satish Balasaheb', 'Song, Keum-Soo', 'Kim, Junghoon', 'Sayyed, Danishmalik Rafiq', 'Kim, Taisun']",Int J Mol Sci,,,TRUE
b50ee1febe5e4b252cbc70678de7272524377ca1,PMC,A Bayesian Inferential Approach to Quantify the Transmission Intensity of Disease Outbreak,http://dx.doi.org/10.1155/2015/256319,PMC4345055,25784956,CC BY,"Background. Emergence of infectious diseases like influenza pandemic (H1N1) 2009 has become great concern, which posed new challenges to the health authorities worldwide. To control these diseases various studies have been developed in the field of mathematical modelling, which is useful tool for understanding the epidemiological dynamics and their dependence on social mixing patterns. Method. We have used Bayesian approach to quantify the disease outbreak through key epidemiological parameter basic reproduction number (R (0)), using effective contacts, defined as sum of the product of incidence cases and probability of generation time distribution. We have estimated R (0) from daily case incidence data for pandemic influenza A/H1N1 2009 in India, for the initial phase. Result. The estimated R (0) with 95% credible interval is consistent with several other studies on the same strain. Through sensitivity analysis our study indicates that infectiousness affects the estimate of R (0). Conclusion. Basic reprod...",2015 Feb 15,"['Kadi, Adiveppa S.', 'Avaradi, Shivakumari R.']",Comput Math Methods Med,,,TRUE
ffdef5aa153fee8ed2cac3d1434c8ec54a67e1ae,PMC,A Bayesian Inferential Approach to Quantify the Transmission Intensity of Disease Outbreak,http://dx.doi.org/10.1155/2015/256319,PMC4345055,25784956,CC BY,"Background. Emergence of infectious diseases like influenza pandemic (H1N1) 2009 has become great concern, which posed new challenges to the health authorities worldwide. To control these diseases various studies have been developed in the field of mathematical modelling, which is useful tool for understanding the epidemiological dynamics and their dependence on social mixing patterns. Method. We have used Bayesian approach to quantify the disease outbreak through key epidemiological parameter basic reproduction number (R (0)), using effective contacts, defined as sum of the product of incidence cases and probability of generation time distribution. We have estimated R (0) from daily case incidence data for pandemic influenza A/H1N1 2009 in India, for the initial phase. Result. The estimated R (0) with 95% credible interval is consistent with several other studies on the same strain. Through sensitivity analysis our study indicates that infectiousness affects the estimate of R (0). Conclusion. Basic reprod...",2015 Feb 15,"['Kadi, Adiveppa S.', 'Avaradi, Shivakumari R.']",Comput Math Methods Med,,,FALSE
427e89aef2f0493c243bff2260969a8f845308da,PMC,A Bayesian approach for detecting a disease that is not being modeled,http://dx.doi.org/10.1371/journal.pone.0229658,PMC7048291,32109254,CC BY,"Over the past decade, outbreaks of new or reemergent viruses such as severe acute respiratory syndrome (SARS) virus, Middle East respiratory syndrome (MERS) virus, and Zika have claimed thousands of lives and cost governments and healthcare systems billions of dollars. Because the appearance of new or transformed diseases is likely to continue, the detection and characterization of emergent diseases is an important problem. We describe a Bayesian statistical model that can detect and characterize previously unknown and unmodeled diseases from patient-care reports and evaluate its performance on historical data.",2020 Feb 28,"['Aronis, John M.', 'Ferraro, Jeffrey P.', 'Gesteland, Per H.', 'Tsui, Fuchiang', 'Ye, Ye', 'Wagner, Michael M.', 'Cooper, Gregory F.']",PLoS One,,,FALSE
b676de09cf12905dea5d204930150599d5256cde,PMC,A Bayesian approach for detecting a disease that is not being modeled,http://dx.doi.org/10.1371/journal.pone.0229658,PMC7048291,32109254,CC BY,"Over the past decade, outbreaks of new or reemergent viruses such as severe acute respiratory syndrome (SARS) virus, Middle East respiratory syndrome (MERS) virus, and Zika have claimed thousands of lives and cost governments and healthcare systems billions of dollars. Because the appearance of new or transformed diseases is likely to continue, the detection and characterization of emergent diseases is an important problem. We describe a Bayesian statistical model that can detect and characterize previously unknown and unmodeled diseases from patient-care reports and evaluate its performance on historical data.",2020 Feb 28,"['Aronis, John M.', 'Ferraro, Jeffrey P.', 'Gesteland, Per H.', 'Tsui, Fuchiang', 'Ye, Ye', 'Wagner, Michael M.', 'Cooper, Gregory F.']",PLoS One,,,TRUE
a5c784a31fe00d8790017dae8081e5000e1323fa,PMC,A CRISPR screen identifies IFI6 as an ER-resident interferon effector that blocks flavivirus replication,http://dx.doi.org/10.1038/s41564-018-0244-1,PMC6202210,30224801,NO-CC CODE,,2018 Nov 17,"['Richardson, R. Blake', 'Ohlson, Maikke B.', 'Eitson, Jennifer L.', 'Kumar, Ashwani', 'McDougal, Matthew B.', 'Boys, Ian N.', 'Mar, Katrina B.', 'De La Cruz Rivera, Pamela', 'Douglas, Connor', 'Konopka, Genevieve', 'Xing, Chao', 'Schoggins, John W.']",Nat Microbiol,,,TRUE
cef7f5261816757a676b571a44aad8723b06821f,PMC,A CRISPR screen identifies IFI6 as an ER-resident interferon effector that blocks flavivirus replication,http://dx.doi.org/10.1038/s41564-018-0244-1,PMC6202210,30224801,NO-CC CODE,,2018 Nov 17,"['Richardson, R. Blake', 'Ohlson, Maikke B.', 'Eitson, Jennifer L.', 'Kumar, Ashwani', 'McDougal, Matthew B.', 'Boys, Ian N.', 'Mar, Katrina B.', 'De La Cruz Rivera, Pamela', 'Douglas, Connor', 'Konopka, Genevieve', 'Xing, Chao', 'Schoggins, John W.']",Nat Microbiol,,,FALSE
529511c62c786dab397b5a3ab3859961a74c8cf8,PMC,A CRISPR screen identifies IFI6 as an ER-resident interferon effector that blocks flavivirus replication,http://dx.doi.org/10.1038/s41564-018-0244-1,PMC6202210,30224801,NO-CC CODE,,2018 Nov 17,"['Richardson, R. Blake', 'Ohlson, Maikke B.', 'Eitson, Jennifer L.', 'Kumar, Ashwani', 'McDougal, Matthew B.', 'Boys, Ian N.', 'Mar, Katrina B.', 'De La Cruz Rivera, Pamela', 'Douglas, Connor', 'Konopka, Genevieve', 'Xing, Chao', 'Schoggins, John W.']",Nat Microbiol,,,TRUE
3240a95510e3a28cf3215c72090000c3458ca8db,PMC,A CRISPR/Cas9 and Cre/Lox system-based express vaccine development strategy against re-emerging Pseudorabies virus,http://dx.doi.org/10.1038/srep19176,PMC4726036,26777545,CC BY,"Virus evolves rapidly to escape vaccine-induced immunity, posing a desperate demand for efficient vaccine development biotechnologies. Here we present an express vaccine development strategy based on CRISPR/Cas9 and Cre/Lox system against re-emerging Pseudorabies virus, which caused the recent devastating swine pseudorabies outbreak in China. By CRISPR/Cas9 system, the virulent genes of the newly isolated strain were simultaneously substituted by marker genes, which were subsequently excised using Cre/Lox system for vaccine safety concern. Notably, single cell FACS technology was applied to further promote virus purification efficiency. The combination of these state-of-art technologies greatly accelerated vaccine development. Finally, vaccination and challenge experiments proved this vaccine candidate’s protective efficacy in pigs and the promise to control current pseudorabies outbreak. This is, to our knowledge, the first successful vaccine development based on gene edit technologies, demonstrating thes...",2016 Jan 18,"['Liang, Xun', 'Sun, Leqiang', 'Yu, Teng', 'Pan, Yongfei', 'Wang, Dongdong', 'Hu, Xueying', 'Fu, Zhenfang', 'He, Qigai', 'Cao, Gang']",Sci Rep,,,FALSE
